Title,Number,Abbreviation,AvgWorkloadRating,AvgDifficultyRating,AvgUtilityRating
Laboratory In Medical Nutrition Therapy,46100,FN,0,0,0
Interns For Indiana Experience,46100,ENTR,0,0,0
Constitutional Law I,46100,POL,0,0,0
International Capstone Project Execution,46100,ECET,0,0,0
Student Teach Dual License,46100,EDPS,0,0,0
Biomedical Engineering,46100,CHE,0,0,0
Student Teaching Dual License,46100,EDPS,0,0,0
Laboratory In Medical Nutrition Therapy,46100,NUTR,0,0,0
Quantum Mechanics II Honors,46100,PHYS,0,0,0
Roadway And Pavement Design,46100,CE,0,0,0
Industrial Organization,46100,ECON,0,0,0
Revolutionary Era 1763-1800: Writing Intensive,46102,HIST,0,0,0
Advanced Manufacturing Planning And Control Systems,46200,MGMT,0,0,0
Elementary Differential Geometry,46200,MA,0,0,0
Metabolism,46200,BCHM,0,0,0
Intermediate Organic Chemistry,46200,CHM,0,0,0
Methods Of Teaching Engineering/Technology Education,46200,TLI,0,0,0
Advanced Strategies For Teaching Individuals With Disabilities,46200,EDPS,0,0,0
The Bible As Literature: The Old Testament,46200,ENGL,0,0,0
Applications Of Construction Documentation II,46200,CGT,0,0,0
Metalsmithing,46200,AD,0,0,0
Constitutional Law II,46200,POL,0,0,0
Applications Of Chemical Engineering Principles,46300,CHE,0,0,0
Creation Of American Legal Culture,46300,HIST,0,0,0
Introduction To Computer Communication Networks,46300,ECE,0,0,0
Engineering Design,46300,ME,0,0,0
Macromolecular Machines,46300,BCHM,0,0,0
Highway Transportation Characteristics,46300,CE,0,0,0
Special Project,46300,VM,0,0,0
The Bible As Literature: The New Testament,46300,ENGL,0,0,0
Research Ethics In Psychological Sciences,46400,PSY,0,0,0
Clinical Pharmacology And Toxicology For Veterinary Technologists,46400,BMS,0,0,0
Management Of Professional Practice,46400,PHAD,0,0,0
American Political Communication,46400,COM,0,0,0
Soil Physical Properties,46500,AGRY,0,0,0
Laboratory In Engagement,46500,FN,0,0,0
Professional Practice,46500,AD,0,0,0
Philosophy Of Language,46500,PHIL,0,0,0
Research Methods,46500,HK,0,0,0
Laboratory In Engagement,46500,NUTR,0,0,0
"The Civil War And Reconstruction, 1850 To 1877",46500,HIST,0,0,0
Biochemistry Of Life Processes,46500,BCHM,0,0,0
Introduction To Laboratory Education And Management,46500,HSCI,0,0,0
Senior Software Development Project,46500,CNIT,0,0,0
Civil War And Reconstruction 1850-1877: Writing Intensive,46502,HIST,0,0,0
International Economics,46600,ECON,0,0,0
Cultural Encounters,46600,ENGL,0,0,0
Service Learning,46700,OLS,0,0,0
Diagnostic Instrumentation,46700,VCS,0,0,0
Food Analysis,46700,FS,0,0,0
Recent American History,46800,HIST,0,0,0
Advanced Exercise Physiology II,46800,HK,0,0,0
Introduction To Compilers And Translation Engineering,46800,ECE,0,0,0
Problems In Theatre Design,46800,THTR,0,0,0
Printmaking III,46800,AD,0,0,0
Internship In Audio Production,46800,THTR,0,0,0
Recent American History: Writing Intensive,46802,HIST,0,0,0
Principles Of Pharmacy Practice,46900,CLPH,0,0,0
Exercise Testing And Prescription In Special Populations,46900,HK,0,0,0
Black Civil Rights Movement,46900,HIST,0,0,0
Operating Systems Engineering,46900,ECE,0,0,0
Food Analysis Laboratory,46900,FS,0,0,0
Teaching Design And Innovation II,47000,IT,0,0,0
Theories Of Rhetoric And Composition,47000,ENGL,0,0,0
Livestock Judging,47000,ANSC,0,0,0
Manufacturing Processes II,47000,IE,0,0,0
Advanced Studies In Textiles,47000,AD,0,0,0
Wine Appreciation,47000,FS,0,0,0
Fundamentals Of Planning,47000,FNR,0,0,0
Women And Leadership,47000,ENTR,0,0,0
The Management Of Advanced Manufacturing Organizations,47000,OBHR,0,0,0
Curricular Practical Training,47000,ECE,0,0,0
Structural Steel Design,47000,CE,0,0,0
Nonprescription Drugs,47000,PHPR,0,0,0
Fuel Cell Engineering,47000,NUCL,0,0,0
Women And Health In America,47005,HIST,0,0,0
Behavioral Economics,47100,ECON,0,0,0
Managing The Technology Education Laboratory,47100,IT,0,0,0
Pathophysiology And Therapeutics I,47100,CLPH,0,0,0
Parenteral Products,47100,IPPH,0,0,0
Dairy Judging,47100,ANSC,0,0,0
Introduction to Artificial Intelligence,47100,CS,0,0,0
National Security Affairs I,47100,AFT,0,0,0
Advanced Composite Technology,47200,AT,0,0,0
Methods Of Teaching Technology Education,47200,IT,0,0,0
Jurisprudence,47200,PHAD,0,0,0
Horse Judging,47200,ANSC,0,0,0
History Of Mexico,47200,HIST,0,0,0
Advanced Spreadsheet Modeling And Simulation,47200,MGMT,0,0,0
Air Force ROTC Leadership Laboratory VII,47200,AFT,0,0,0
Sport And Exercise Psychology II,47200,HK,0,0,0
Actuarial Models- Life Contingencies,47201,STAT,0,0,0
Web Information Search And Management,47300,CS,0,0,0
Actuarial Models II,47300,STAT,0,0,0
Reinforced Concrete Design,47300,CE,0,0,0
History Of The South,47300,HIST,0,0,0
Introduction To Artificial Intelligence,47300,ECE,0,0,0
Blacks In Hollywood Film,47300,AAS,0,0,0
Selection And Performance Appraisal In Organizations,47300,PSY,0,0,0
Introduction To Arbitrage-Free Pricing Of Financial Derivatives,47301,STAT,0,0,0
Structural Analysis II,47400,CE,0,0,0
Sedimentation And Stratigraphy,47400,EAS,0,0,0
Industrial Control Systems,47400,IE,0,0,0
Sedimentation And Stratigraphy,47400,EAPS,0,0,0
Digital Communications,47400,ECET,0,0,0
Research Methods In African American Studies,47400,AAS,0,0,0
Microphage Based Detection,47500,FS,0,0,0
Spanish Frontier In North America,47500,HIST,0,0,0
Biopharmaceutics And Pharmacokinetics I,47500,IPPH,0,0,0
Work Motivation And Job Satisfaction,47500,PSY,0,0,0
Construction Costs,47500,BCM,0,0,0
Industrial Practice V,47500,MET,0,0,0
Honors Course - Upper Division,47500,FS,0,0,0
Aviation Law,47500,AT,0,0,0
Automatic Control Systems,47500,ME,0,0,0
Olympic Games: Ancient And Modern,47600,HK,0,0,0
Professional Practice Of Landscape Architecture,47600,LA,0,0,0
The Civil War In Myth And Memory,47600,HIST,0,0,0
Compensation Planning And Management,47600,OLS,0,0,0
Aircraft Gas Turbine Engine Technology II,47600,AT,0,0,0
Native American Women's History,47700,HIST,0,0,0
Conflict Management,47700,OLS,0,0,0
Digital Systems Senior Project,47700,ECE,0,0,0
Aircraft Maintenance Practicum,47700,AT,0,0,0
Native American Women's History: Writing Intensive,47702,HIST,0,0,0
Introduction to Bioinformatics,47800,BIOL,0,0,0
Internship In Art And Design,47800,AD,0,0,0
Introduction to Bioinformatics,47800,CS,0,0,0
Staffing Organizations,47900,OLS,0,0,0
Design Of Building Components And Systems,47900,CE,0,0,0
American Representations Of The Middle East And North Africa,47900,HIST,0,0,0
Loss Models,47900,STAT,0,0,0
Control Tower Operator,47900,AT,0,0,0
Senior Participation In Vertically Integrated Projects (VIP) In Electrical And Computer Engineering,47900,ECE,0,0,0
American Representations Of Mid East Writing Intensive,47902,HIST,0,0,0
Nuclear Engineering Technical Communications,48000,NUCL,0,0,0
Medical Nutrition Therapy I,48000,NUTR,0,0,0
Project Planning For Integration,48000,MFET,0,0,0
Spanish Civilization,48000,SPAN,0,0,0
Japanese Civilization,48000,JPNS,0,0,0
Agricultural Communication Capstone Seminar,48000,YDAE,0,0,0
Managing Information Technology Projects,48000,CNIT,0,0,0
Potters And Society In Antiquity,48000,CLCS,0,0,0
Feminist Theory,48000,WOST,0,0,0
Seminar In Animal Welfare And Human-Animal Interaction,48000,CPB,0,0,0
Environmental And Ecological Engineering Senior Design,48000,EEE,0,0,0
Plant Genetics,48000,AGRY,0,0,0
German Civilization,48000,GER,0,0,0
Feminist Theory,48000,WGSS,0,0,0
Entrepreneurship Capstone,48000,ENTR,0,0,0
French Civilization,48000,FR,0,0,0
Self-Care Pharmacy Practice I,48000,PHPR,0,0,0
Financial Counseling and Planning Internship,48000,CSR,0,0,0
Russian Civilization,48000,RUSS,0,0,0
Aviation Safety Problems,48100,AT,0,0,0
Medical Nutrition Therapy II,48100,NUTR,0,0,0
Ethics And Compliance in Financial Counseling & Planning,48100,CSR,0,0,0
Integration Of Manufacturing Systems,48100,MFET,0,0,0
Spanish Culture,48100,SPAN,0,0,0
Ethics And Compliance In Financial Counseling And Planning,48100,CSR,0,0,0
National Security Affairs II,48100,AFT,0,0,0
Advanced Problem-Solving Seminar,48100,MA,0,0,0
Contemporary Issues in Animal Sciences,48100,ANSC,0,0,0
Eukaryotic Genetics,48100,BIOL,0,0,0
Consulting For Emerging Enterprises,48100,ENTR,0,0,0
Incident Response Mgmt,48101,CNIT,0,0,0
Research Mthd & Design,48101,CNIT,0,0,0
Intro Cryptography Basics,48101,CNIT,0,0,0
Cyber Criminology,48101,CNIT,0,0,0
Problems Nat'l Info Security,48101,CNIT,0,0,0
Programming For Smart Health,48101,CNIT,0,0,0
Cog Computing Natr Lang,48101,CNIT,0,0,0
Prob In Natl Info Security,48101,CNIT,0,0,0
IT Community Engagement,48101,CNIT,0,0,0
Air Force ROTC Leadership Laboratory VIII,48200,AFT,0,0,0
Food Science Senior Seminar,48200,FS,0,0,0
Sexual Diversity In Global Perspectives,48200,ANTH,0,0,0
Latin American Civilization,48200,SPAN,0,0,0
Interdisciplinary Studies In Sexuality: Scholarship On Lesbian And Gay Issues,48200,WGSS,0,0,0
Self-Care Pharmacy Practice II,48200,PHPR,0,0,0
Venture Planning Capstone,48200,ENTR,0,0,0
Feminisms In Global Perspective,48300,WGSS,0,0,0
Digital Control Systems Analysis And Design,48300,ECE,0,0,0
Global Feminisms,48300,WGSS,0,0,0
Global Feminisms,48300,WOST,0,0,0
Self-Care Pharmacy Practice III,48300,PHPR,0,0,0
Republican Rome,48300,CLCS,0,0,0
Network Fundamentals With Microcontrollers,48300,ECET,0,0,0
Latin American Culture,48300,SPAN,0,0,0
Geotechnical Engineering II,48300,CE,0,0,0
Facility Design For Lean Manufacturing,48300,IT,0,0,0
Great Issues: Environmental And Conservation Biology,48300,BIOL,0,0,0
Introduction To The Theory Of Computation,48300,CS,0,0,0
Design For Computer Numerical Controlled Manufacturing,48400,FNR,0,0,0
The Psychology Of Consciousness,48400,PSY,0,0,0
Management New Entrepreneurship,48400,MGMT,0,0,0
Leadership Strategies For Quality And Productivity,48400,OLS,0,0,0
Seminar On Teaching College Algebra And Trigonometry,48400,MA,0,0,0
Consumer Investment And Savings Decisions,48400,CSR,0,0,0
Self-Care Pharmacy Practice IV,48400,PHPR,0,0,0
Multidisciplinary Engineering Design Methodology,48400,IDE,0,0,0
Project Planning And Management,48400,ABE,0,0,0
Integrated Production Systems II,48400,IE,0,0,0
Sustainable Furniture Design For CNC Manufacturing,48410,FNR,0,0,0
Legal Aspects Of Construction Engineering,48500,CEM,0,0,0
Multidisciplinary Engineering Design Project,48500,IDE,0,0,0
Interdisciplinary Engineering Design,48500,IDE,0,0,0
Intercultural And Global Health Issues,48500,PHRM,0,0,0
Dairy Farm Evaluation,48500,ANSC,0,0,0
Case Studies In Financial Planning,48500,CSR,0,0,0
History Of Contemporary Interiors,48500,AD,0,0,0
History Of Pres Comm,48500,HIST,0,0,0
Health Physics Internship,48500,HSCI,0,0,0
Agricultural Engineering Project Management And Design,48500,ABE,0,0,0
The American Presidency,48500,HIST,0,0,0
Retirement Planning And Employee Benefits,48600,CSR,0,0,0
Work Analysis And Design II,48600,IE,0,0,0
Retirement Planning and Employee Benefits,48600,CSR,0,0,0
Beyond Ecstasy: A Guide To Street Drugs,48600,PHPR,0,0,0
Agricultural Engineering Design,48600,ABE,0,0,0
Cooperative Work Experience V,48700,CHM,0,0,0
Professional Practice V,48700,PHYS,0,0,0
Professional Practicum V,48700,MA,0,0,0
Professional Practice V,48700,CS,0,0,0
Cooperative Work Experience V,48700,STAT,0,0,0
Leadership Philosophy,48700,OLS,0,0,0
Transport Aircraft Simulation Laboratory,48700,AT,0,0,0
Database Administration,48700,CNIT,0,0,0
Dietary Supplements,48700,PHPR,0,0,0
Multidisciplinary Engineering Senior Professional Development,48700,IDE,0,0,0
Multidisciplinary Engineering Senior Professional Design Seminar,48700,IDE,0,0,0
Construction Capstone,48701,BCM,0,0,0
Data Warehousing,48800,CNIT,0,0,0
Preliminary Senior Project Design,48800,BME,0,0,0
Interdisciplinary Case Discussions In Health Care,48800,PHPR,0,0,0
Internship In Professional Writing,48800,ENGL,0,0,0
"Topics In Nutrition, Fitness, And Health",48800,NUTR,0,0,0
History Of Sexual Regulation In The United States,48800,HIST,0,0,0
Global Environmental Issues,48800,FNR,0,0,0
Electronic Commerce And Information Strategies,48800,MGMT,0,0,0
Professional Internship,48900,AGEC,0,0,0
Research Internship In Sociology,48900,SOC,0,0,0
Complementary And Alternative Medicine,48900,PHPR,0,0,0
Research Experience In Communication,48900,COM,0,0,0
Senior Design Project Lab,48900,BME,0,0,0
Stonesetting,49000,AD,0,0,0
Research Language Lab,49000,LING,0,0,0
Prof Prog Lab Teaching Exp,49000,PHRM,0,0,0
Inter Development Strategies,49000,AGR,0,0,0
Clinical Practicum,49000,HSCI,0,0,0
Attachment Research,49000,HDFS,0,0,0
Neurodegeneration,49000,HSCI,0,0,0
Eval Landscape Sustainability,49000,LA,0,0,0
Traj Opt With Shape Chg-Honors,49000,AAE,0,0,0
Active Learning Environments,49000,AD,0,0,0
Terrorism In The Movies,49000,LC,0,0,0
Group Fitness Leadership,49000,HK,0,0,0
Materials Application In LA,49000,LA,0,0,0
Human Performance Modeling Res,49000,IE,0,0,0
Nanocrystals,49000,IPPH,0,0,0
Hybrid Propulsion Design,49000,AAE,0,0,0
Business Negotiations,49000,MGMT,0,0,0
Research On Protein Drugs,49000,IPPH,0,0,0
RJ Systems & Simulation,49000,AT,0,0,0
IOD With Admissible Regions,49000,AAE,0,0,0
Nano Mechanical Spectroscopy,49000,AAE,0,0,0
War On Terror & Movies,49000,LC,0,0,0
Data Driven Apprch/Polcy Mking,49000,MGMT,0,0,0
Foundations Integrated STEM Ed,49000,EDCI,0,0,0
General Aviation Emissions,49000,AT,0,0,0
Advanced Materials,49000,AD,0,0,0
Undergrad Research,49000,CS,0,0,0
Dev Agri Client Relations,49000,YDAE,0,0,0
Soph Part Vrt Intg Prj II,49000,AAE,0,0,0
Occup Environ Hlth Internship,49000,HSCI,0,0,0
Dietetics And Pharm Research,49000,PHRM,0,0,0
Aerospace Instrumentation DBT,49000,AAE,0,0,0
Shared Shadow Maps,49000,CS,0,0,0
"Cubesat Design, Build, Fly",49000,AAE,0,0,0
Biometric Usability,49000,IT,0,0,0
Senior Level Special Topics In Entrepreneurship And Innovation,49000,ENTR,0,0,0
Brain Drug Disposition Mdling,49000,IPPH,0,0,0
Facility Aisle Design,49000,IE,0,0,0
Hangar Of The Future,49000,AT,0,0,0
Control Systems Lab,49000,AAE,0,0,0
Life Contingencies II,49000,STAT,0,0,0
Glider LSA Instructor Ground,49000,AT,0,0,0
Visual Effect Dist Learning II,49000,CGT,0,0,0
Wearable Device Data Analytics,49000,IE,0,0,0
Rapid Trajectory Opt-Honors,49000,AAE,0,0,0
Signal Modeling,49000,STAT,0,0,0
Topolgy,49000,MA,0,0,0
History Of LA,49000,LA,0,0,0
Hpergolic Comb Charact,49000,AAE,0,0,0
Dark Matter,49000,PHYS,0,0,0
Actuarial Models,49000,STAT,0,0,0
Dust Exposure,49000,HSCI,0,0,0
Spinors In Field Theroy,49000,PHYS,0,0,0
Machine Learning For Fmri,49000,CS,0,0,0
Production Ceramics,49000,AD,0,0,0
Pre Service Field Experience,49000,EDCI,0,0,0
VIP SCAN II,49000,AAE,0,0,0
Art History Methodology,49000,AD,0,0,0
"Imagine, Model, And Make",49000,IE,0,0,0
Networking Research Project,49000,CS,0,0,0
Advancing Tomorrow's Leaders,49000,GS,0,0,0
Clinical Apps Of Sport III,49000,HK,0,0,0
Clinical Apps Of Sport I,49000,HK,0,0,0
Urban Surrealism & Painting,49000,AD,0,0,0
Adv Studies In Black And White,49000,AD,0,0,0
Prepress Production And Design,49000,CGT,0,0,0
EBook Design & Development,49000,AD,0,0,0
Adv Portfolio Dev In Photo,49000,AD,0,0,0
Animals In Disaster,49000,VM,0,0,0
Pharmacy Practice Teaching Exp,49000,PHPR,0,0,0
Clin Prac At Lead,49000,HK,0,0,0
Coupled Motion Using Dual Quat,49000,AAE,0,0,0
Mobile Secure Image Repository,49000,CS,0,0,0
Nanoparticle Exposure Sampling,49000,HSCI,0,0,0
Research In Chemical Biology,49000,MCMP,0,0,0
CFD Of Low-Pressure Sublimatin,49000,AAE,0,0,0
Adv Zero Gravity Exp,49000,AAE,0,0,0
Battery Safety Under Impact,49000,AAE,0,0,0
Book Club,49000,PHPR,0,0,0
MRS Research Project,49000,HSCI,0,0,0
Big Ten Producing/Directing,49000,FVS,0,0,0
Individual Research And Teaching Experience,49000,EDPS,0,0,0
Infusion Pump Informatics,49000,IE,0,0,0
MRI Research Project,49000,HSCI,0,0,0
Brain Metals XRF Quantization,49000,PHYS,0,0,0
Posters For AMS At PRIME Lab,49000,PHYS,0,0,0
Korean Purdue Software Project,49000,CNIT,0,0,0
Individual Learning Research,49000,LA,0,0,0
Tchng Asst Rad Science Fund,49000,HSCI,0,0,0
Air Traffic Ntwrk Optimization,49000,AAE,0,0,0
Rsrch In Sport & Exercise Psyc,49000,HK,0,0,0
Exp In Sport Performance II,49000,HK,0,0,0
Env Health Teaching Experience,49000,HSCI,0,0,0
Time Service For Turret,49000,CS,0,0,0
Theory & Prac For Elem School,49000,AD,0,0,0
Molecular Modeling,49000,IPPH,0,0,0
Boeing DBT,49000,AAE,0,0,0
Web And Mobile Startups,49000,CS,0,0,0
NSAC Intership,49000,COM,0,0,0
Law School Exploration,49000,GS,0,0,0
Research: SPAN L2 Discourse,49000,LING,0,0,0
Senior Capstone In American Studies,49000,AMST,0,0,0
Motor Funct Older Adult,49000,HK,0,0,0
Modern JPNS Masterpiece Novels,49000,JPNS,0,0,0
The Black Male Image,49000,AAS,0,0,0
Curr Materials In Plants,49000,YDAE,0,0,0
Comp Protein Str Study,49000,CS,0,0,0
Comp Protein Analysis,49000,CS,0,0,0
Polymeric Gene Delivery,49000,IPPH,0,0,0
Advanced Topics In IE,49000,IE,0,0,0
Food Quality Mgmt Systems,49000,IT,0,0,0
Organic Chm II Replacement Lab,49000,MCMP,0,0,0
Professional Career Planning,49000,PHPR,0,0,0
Environmental Design,49000,AD,0,0,0
Movement Timing Research,49000,HK,0,0,0
Agr Com Capstone Seminar,49000,YDAE,0,0,0
Special Nuclear Materials,49000,PHYS,0,0,0
Partial Differential Equations,49000,MA,0,0,0
Risk Management Case,49000,MGMT,0,0,0
Neuro Degenerative Research,49000,MCMP,0,0,0
Surrealist Painting,49000,AD,0,0,0
Mod And Sim For Mission Design,49000,AAE,0,0,0
Drug Delivery For Cancer,49000,IPPH,0,0,0
Routing Air Traffic Control,49000,AAE,0,0,0
Diversity In Vet Tech,49000,VM,0,0,0
Directed Reading In General Studies,49000,GS,0,0,0
Short Fiber Composties,49000,AAE,0,0,0
Supply Chain Analytics,49000,MGMT,0,0,0
History Of Chinese Art,49000,LC,0,0,0
Nanomaterial Inhalation Study,49000,HSCI,0,0,0
Tailless Aircraft Study,49000,AAE,0,0,0
Clin Practice At Leadership,49000,HK,0,0,0
Teaching History: Stds&Strtgs,49000,EDCI,0,0,0
Communication & Mktg Internshp,49000,YDAE,0,0,0
Collab Surgery With Robots,49000,IE,0,0,0
Business App Development,49000,CS,0,0,0
Independent Undergraduate Research,49000,NUTR,0,0,0
Threat Management Scenarios,49000,AAE,0,0,0
Adv Low Gravity Flight Expt,49000,AAE,0,0,0
Introduction To Haar Measures,49000,MA,0,0,0
Advice Across Culture,49000,GS,0,0,0
Weapon Asset Management,49000,AAE,0,0,0
System Of System Optimization,49000,AAE,0,0,0
Research MCMP,49000,MCMP,0,0,0
Retail Pharmacy Experience,49000,PHPR,0,0,0
Spatiotemporal DB Benchmarking,49000,CS,0,0,0
Probabilistic Graphical Models,49000,CS,0,0,0
Distributed Systems,49000,CS,0,0,0
Sim Of Complex Network Systms,49000,AAE,0,0,0
Intermediate Sculpture,49000,AD,0,0,0
Futures & Options,49000,MGMT,0,0,0
Research In Magn Reson Imaging,49000,HSCI,0,0,0
Experiential Marketing,49000,MGMT,0,0,0
History Of Mktng The Pres,49000,MGMT,0,0,0
Thermal Sciences,49000,AAE,0,0,0
Inv Cirrus Dep Cong,49000,AT,0,0,0
Improvisation For Dance,49000,DANC,0,0,0
Professional Flight Capstone,49000,AT,0,0,0
Research,49000,MCMP,0,0,0
Adv Therapeutic Case Studies,49000,CLPH,0,0,0
Washington DC Practicum,49000,CS,0,0,0
Film Production,49000,FVS,0,0,0
Optimal Traffic Management,49000,AAE,0,0,0
Preparing For PG Residency,49000,PHRM,0,0,0
Financial Industry Exam Prep,49000,CSR,0,0,0
LA Capstone Studio,49000,LA,0,0,0
Music Composition,49000,MUS,0,0,0
Cockpit Audio Data Analysis,49000,AAE,0,0,0
Glider LSA Instr Flight Lab,49000,AT,0,0,0
