Title,Number,Subject/Abbreviation
Procurement Management For Foodservice,31100,HTM
The Archaeology Of The Ancient Andes,31100,ANTH
Introductory Probability,31100,STAT
Media For Children,31100,EDCI
Architectural Engineering,31100,CE
Animal Breeding,31100,ANSC
Accounting For Farm Business Planning,31100,AGEC
Child Development,31100,HDFS
Turfgrass Diagnostics,31100,HORT
Archy Of The Andes-Honors,31100,ANTH
Aquaponics,31100,SFS
Electric And Magnetic Fields,31100,ECE
"Structure, Identification And Properties Of Woody Biomaterials",31110,FNR
Roman Art,31200,AD
Human Resources Management For The Service Industries,31200,HTM
Exercise Testing And Prescription For Sport,31200,HK
Urban Agriculture,31200,SFS
Great Issues Genomics And Society,31200,BIOL
Arch Of Egypt-Honors,31200,ANTH
Capstone Environmental Science for Elementary Education,31200,EAS
Advanced French Conversation,31200,FR
The Archaeology Of Ancient Egypt And The Near East,31200,ANTH
Rhetoric In The Western World,31200,COM
Advanced German Conversation,31200,GER
Capstone Environmental Science For Elementary Education,31200,EAPS
American Society,31200,SOC
Advanced Italian Conversation,31200,ITAL
Adult Development,31200,HDFS
Adult Development,31200,CDFS
Advanced Spanish Conversation,31200,SPAN
Nursing Of Childbearing Families,31200,NUR
Radiation Science Fundamentals,31200,HSCI
Adolescent Development,31300,HDFS
Nursing Of Childbearing Families - Clinic,31300,NUR
Intermediate Reading In Japanese I,31300,JPNS
Introduction To Pharmacy And Pharmaceutical Care,31300,PHPR
Applied Fluid Mechanics,31300,MET
Technology Innovation And Integration: Bar Codes To Biometrics,31300,TLI
Adolescent Development,31300,CDFS
Principles Of Radiation Detection And Measurement,31300,HSCI
Archaeology Of North America,31300,ANTH
Reading And Writing Practice,31300,CHNS
Fam To Fork,31300,SFS
Design Of Electronic Systems,31400,ABE
Comparative Livestock Production Systems,31400,SFS
Illustrative Drawing,31400,AD
Advanced Presentational Speaking,31400,COM
Introduction To Learning,31400,PSY
Franchising,31400,HTM
Leading Innovation In Organizations,31400,TLI
The President And Policy Process,31400,POL
Numerical Methods,31400,CS
Health Alterations In Adults I,31401,NUR
Fundamentals Of Nutrition,31500,FN
Mechanical Construction Estimating,31500,BCM
Heat And Mass Transfer,31500,ME
Landscape Design,31500,HORT
Design Methodology,31500,AD
Systems Programming,31500,CNIT
Applied Mechanism Kinematics And Dynamics,31500,MET
Relationship Selling,31500,CSR
Collaborative Leadership: Listening,31500,EDPS
Group Fitness Leadership,31500,HK
Elements Of Phonetics,31500,LING
Internship Development Strategies,31500,GS
Fundamentals Of Nutrition,31500,NUTR
Energy And Resource Systems,31500,SFS
Innovative Product Development And Testing,31500,TLI
Speech Communication Of Technical Information,31500,COM
Nursing Of Childbearing Families,31501,NUR
American Beauty,31505,HIST
Landscape Architectural Design III,31600,LA
Harbin Chinese Culture,31600,CGT
Collaborative Leadership: Cross-Cultural Settings,31600,EDPS
Craft Of Fiction From A Writer's Perspective,31600,ENGL
Industrial Applications of Computer Graphics Technology,31600,CGT
Drug Abuse/Addiction Education,31600,PHRM
Drug Abuse Education,31600,PHPR
Foundations Of Strength And Conditioning,31600,HK
Electrical Construction Estimating,31600,BCM
Decisions Through Systems Analysis,31600,SFS
Landscape Construction,31600,HORT
CGT Internship,31600,CGT
Drug Abuse Education,31600,MCMP
Seminar On Ideas In Industrial Design I: Design And Society,31600,AD
Plant Anatomy,31600,BTNY
Integration Seminar I,31601,NUR
Landscape Contracting And Management,31700,HORT
Business Etiquette For Managers,31700,HTM
Mechanical And Electrical Construction Management,31700,BCM
A History Of The Christian Church And The Expansion Of Christianity I,31700,HIST
Collaborative Leadership: Mentoring,31700,EDPS
Craft Of Poetry From a Writer's Perspective,31700,ENGL
Ancient Judaism And Early Christianity,31700,REL
Machine Diagnostics,31700,MET
Health Alterations In Adults II,31701,NUR
The Bible And Its Early Interpreters,31800,REL
Principles Of Persuasion,31800,COM
Developmental Assessment,31800,CDFS
A History Of The Christian Church And The Expansion Of Christianity II,31800,HIST
Developmental Assessment,31800,HDFS
Fundamentals of Interactive Multimedia Design,31800,AD
Criminalistics,31800,ENTM
Prin Of Persuasion-Honors,31800,COM
Coordination Of Supervised Agricultural Experience Programs,31800,YDAE
Psychosocial Nursing,31801,NUR
Exploring Earth Through Time,31900,EAPS
Teaching Health And Safety In Middle/Junior High Schools,31900,HK
Classic And Contemporary Marxism,31900,PHIL
Web Design for Visual Communications,31900,AD
Exploring Earth Through Time,31900,EAS
Planning Agricultural Science And Business Programs,31900,YDAE
Integration Seminar II,31901,NUR
Interior Lighting Design,32000,AD
Small Group Communication,32000,COM
"Policy, Regulation, And Globalization In Information Technology",32000,CNIT
The Evolution Of Prehistoric Civilizations,32000,ANTH
Statistical Modeling And Quality Enhancement,32000,CHE
Technology And The Organization,32000,TECH
Introduction To Materials For Nuclear Applications,32000,NUCL
Genetics,32000,AGRY
Physics Of Climate,32000,EAPS
Physics Of Climate,32000,EAS
Introduction To Disaster Restoration And Reconstruction Management,32000,BCM
"Solid Modeling, Simulation, And Analysis",32000,ABE
Applied Thermodynamics,32000,MET
The World Of Charlemagne,32000,HIST
Health Education In Elementary Schools,32000,HK
DIS-Copenhagen: Architecture And Design,32001,SA
DIS-Copenhagen: Biology And Science Programs,32002,SA
DIS-Copenhagen: International Business & Economics,32003,SA
DIS-Copenhagen: Social Science Programs,32005,SA
Introduction To Nanotechnology,32100,ECET
Electromechanical Motion Devices,32100,ECE
Principles Of Commodity Marketing,32100,AGEC
Construction Engineering Materials Lab,32100,CEM
Disaster Restoration And Reconstruction Project Management,32100,BCM
Genetics Laboratory,32100,AGRY
Introduction To Spanish For The Professions,32100,SPAN
Large Animal Nursing II,32100,VCS
Foundations Of Syntax And Semantics,32100,LING
Enterprise Collaboration,32100,CNIT
Enterprise Social Media And Global Information Technology,32100,CNIT
Analytical Chemistry I,32100,CHM
Intermediate Optics,32200,PHYS
Hospitality Facilities Management,32200,HTM
Physical Education In The Elementary School,32200,HK
Field Experience In Apparel Design And Technology,32200,CSR
Spanish For The Health Professions,32200,SPAN
Neuroscience Of Motivated Behavior,32200,PSY
Small Animal Nursing II,32200,VCS
Analytical Biochemistry II,32200,BCHM
Project Control And Life Cycle Execution Of Constructed Facilities,32201,CE
Comp Envir Policy-Honors,32300,POL
Comparative Environmental Policy,32300,POL
Electromechanical Motion Devices and Systems Laboratory,32300,ECE
Principles Of Marketing,32300,MGMT
Visual Merchandising,32300,CSR
Introduction To Electric Vehicle Systems,32300,ECET
German Level VI: Science And Engineering,32300,GER
Analytical Chemistry I Honors,32300,CHM
Mechanics Of Materials,32300,ME
Acting: Movement For The Actor,32300,THTR
German History,32300,HIST
Laboratory Animals And Nursing Of Non-Traditional Pets,32300,VM
Human Resource Management In Construction,32400,CEM
Intro To Organzal Com-Honors,32400,COM
Textiles For Interiors,32400,AD
Applied Animal Nutrition,32400,ANSC
Marketing Management,32400,MGMT
Business French,32400,FR
Criminology,32400,SOC
Modern France,32400,HIST
Intro Cog Neurosci-Honors,32400,PSY
Fundamentals Of Electromagnetics,32400,ECET
Teaching Music In The Elementary School,32400,MUS
Introduction Cognitive Neuroscience,32400,PSY
Introduction To Organizational Communication,32400,COM
Literacy In The Primary Classroom,32500,EDCI
Interviewing: Principles And Practice,32500,COM
Aviation Meteorology,32500,EAS
Soil And Water Resource Engineering,32500,ABE
Object-Oriented Application Development,32500,CNIT
Planting Design II,32500,LA
Economics Of Sports,32500,ECON
Aviation Meteorology,32500,EAPS
Health And Health Care For Children And Families,32500,CDFS
"Computer Architecture, Modeling And Performance Analysis",32500,ECET
Nuclear Materials Laboratory,32500,NUCL
Meeting Management,32500,OLS
Health And Health Care For Children And Families,32500,HDFS
20th Cen Europe Autobio-Honors,32501,HIST
Advanced Aviation Meteorology,32501,AT
Graphics Standards For Product Definition,32600,CGT
Physical Computing,32600,AD
Foundations Of Adapted Physical Education,32600,HK
Black Political Participation In America,32600,POL
Landscape Architectural Design IV,32600,LA
Social Conflict And Criminal Justice,32600,SOC
Literacy In The Intermediate Classroom,32600,EDCI
Popular Culture In Preindustrial Europe (1400-1800),32600,HIST
Principles Of Food And Agribusiness Marketing,32700,AGEC
Advanced Transport Flight Operations,32700,AT
History Of Fashion,32700,CSR
"Crime, Deviance And Mass Media",32700,SOC
Art History Methodology,32700,AD
Environment And Culture,32700,ANTH
Environment And Culture-Honors,32700,ANTH
Instrumentation And Data Acquisition Design,32700,ECET
Assessment Literacy,32700,EDPS
English Language I: History And Development,32700,ENGL
Global Green Politics,32700,POL
"Climate, Science And Society",32700,EAPS
English Language II: Structure And Meaning,32800,ENGL
Criminal Justice,32800,SOC
Apparel Art And Design,32800,CSR
Clinical Applications Of Pathophysiology,32800,NUR
Principles Of Physiology,32800,BIOL
Diversity At Work: A Rhetorical Approach,32800,COM
Advanced Embedded Digital Systems,32900,ECET
Curriculum In Physical Education,32900,HK
History Of Women In Modern Europe,32900,HIST
English Language III: Sound And Form,32900,ENGL
History Of The Mass Media,32900,COM
Japanese Cinema,33000,JPNS
Religions Of The East-Honors,33000,PHIL
Teaching Physical Education In Secondary Schools,33000,HK
Evolution Of Warfare,33000,NS
Introduction To Jewish Studies,33000,JWST
Sexuality And Family Life,33000,CDFS
Intermediate Electricity And Magnetism,33000,PHYS
French Cinema,33000,FR
The Italian Cinema,33000,ITAL
German Cinema,33000,GER
Survey Of Greek Lit-Honors,33000,CLCS
Introduction To Demolition And Reconstruction Management,33000,BCM
Russian And East European Cinema,33000,RUSS
Introduction To Chinese Cinema,33000,CHNS
Culinary Arts For The Food Scientist,33000,FS
Aspects Of The Medical Technology Laboratory,33000,HSCI
Management Methods For Agricultural Business,33000,AGEC
"Brazilian, Portuguese, And African Cinema",33000,PTGS
Sexuality And Family Life,33000,HDFS
Diet Selection And Planning,33000,NUTR
Technology And The Global Society,33000,TECH
Processing And Properties Of Materials,33000,MSE
Survey Of Greek Literature In Translation,33000,CLCS
"History Of The British Empire And Commonwealth, 1783 To 1960",33000,HIST
Spanish And Latin American Cinema,33000,SPAN
Industrial Sales And Sales Management,33000,IT
Interior Design III,33000,AD
Design Of Machine Components,33000,ABE
Probability And Statistics In Engineering II,33000,IE
Theories Of Mass Communication,33000,COM
Introduction To Organizational Behavior,33000,OBHR
Principles Of Molecular Engineering,33000,CHE
Religions Of The East,33000,PHIL
IES-Amsterdam,33001,SA
IES-Arles,33002,SA
IES-Auckland,33004,SA
IES-Berlin,33005,SA
IES-Christchurch,33006,SA
IES-Dublin,33008,SA
IES-Dublin Trinity,33009,SA
IES-Freiburg: European Union,33010,SA
IES-London,33011,SA
IES-London: Queen Mary,33011,SA
IES-London Queen Mary College,33011,SA
IES-London City University,33012,SA
IES-London UCL,33013,SA
IES-Milan,33014,SA
IES-Nagoya,33015,SA
IES-Nantes,33016,SA
IES-Paris,33017,SA
IES-Rome,33018,SA
IES-Tokyo,33019,SA
IES-Vienna,33020,SA
Cooperative Education Seminar II,33099,ENGR
Consumer Behavior,33100,CSR
Kabbalah And Jewish Mysticism,33100,LC
Forest Ecosystems,33100,FNR
Engineering Materials II,33100,CE
Religions Of The West,33100,PHIL
Digital Video Production And Aesthetics,33100,AD
Hospitality And Tourism Sales And Service,33100,HTM
Generation And Transmission Of Electrical Power,33100,ECET
Survey Of Latin Literature,33100,CLCS
Medieval English Literature,33100,ENGL
"Skills For Helping Professionals In Individual, Family And Group Settings",33100,CDFS
Advanced Demolition And Reconstruction Management,33100,BCM
Pharmacology For Veterinary Technicians,33100,BMS
Principles Of Selling In Agricultural Business,33100,AGEC
"Skills For Helping Professionals In Individual, Family And Group Settings",33100,HDFS
Introduction To Hematology,33200,HSCI
Television Production,33200,COM
Technical Video Production II,33200,FVS
Computing In Industrial Engineering,33200,IE
Environmental Physiology Of Domestic Animals,33200,ANSC
"Purchasing, Inventory, And Warehouse Management",33200,IT
Stress And Coping In Contemporary Families,33200,HDFS
Nutrition Counseling,33200,NUTR
Visual Communications Design I,33200,AD
Cross-Cultural Marketing And International Retailing,33200,CSR
Renaissance English Literature,33300,ENGL
Physiology Of Reproduction,33300,ANSC
Introduction To Immunology,33300,HSCI
Food Distribution - A Retailing Perspective,33300,AGEC
Comparative Mythology,33300,CLCS
Acting: Workshop II,33300,THTR
Fluid Mechanics,33300,AAE
Acting II: Scene Study,33300,THTR
The Spirit Of Italian Comedy,33300,ITAL
Power Electronics In Energy Systems,33300,ECET
Motivation,33300,PSY
Science And Technology In Western Civilization I,33300,HIST
Facilities Planning And Management,33300,ASM
Photo Silk Screen,33300,AD
Fire Effects In Forest Environments,33300,FNR
The Middle Ages On Film,33300,LC
Principles Of Biochemistry,33300,CHM
Fluid Mechanics Laboratory,33301,AAE
Fundamentals Of Computer Graphics,33400,CS
Acting: Workshop III,33400,THTR
Aerodynamics,33400,AAE
Advanced Fluid Power,33400,MET
Urban Sociology,33400,SOC
New Media Culture,33400,AD
Science And Technology In Western Civilization II,33400,HIST
Acting III: Acting For The Camera,33400,THTR
Aerodynamics Laboratory,33401,AAE
Primate Behavior,33500,ANTH
Stereotyping And Prejudice,33500,PSY
Introduction To Insect Identification,33500,ENTM
Materials Characterization Laboratory,33500,MSE
Computer Architecture And Performance Evaluation,33500,ECET
Weather And Climate,33500,AGRY
Operations Research - Optimization,33500,IE
Teacher Education Junior Seminar,33500,HK
The Literature Of The Spanish-Speaking Peoples In The United States,33500,SPAN
Italian-American Cinema,33500,ITAL
Restoration And Eighteenth-Century English Literature,33500,ENGL
Food Sensory Science,33500,FS
Introduction To Classical Mythology,33500,CLCS
Avionics Systems,33500,AT
Avionics Systems,33502,AT
Nationalism And Socialism In East Central Europe,33505,HIST
Wait Until Dark,33600,THTR
Operations Research - Stochastic Models,33600,IE
Ancient World Onscreen,33600,CLCS
Choices,33600,THTR
Rehearsal &Perform II,33600,THTR
Failure: A Love Story,33600,THTR
Good Kids,33600,THTR
MFA Studio I,33600,THTR
Undergraduate Showcase,33600,THTR
Henry V,33600,THTR
The Gigli Concert,33600,THTR
Brighton Beach Memoirs,33600,THTR
A Midsummer Night's Dream,33600,THTR
The Beauty Queen Of Leenane,33600,THTR
Medea,33600,THTR
Human Variation,33600,ANTH
Human Variation-Honors,33600,ANTH
Screenwriting,33600,FVS
Anna In The Tropics,33600,THTR
The Liar,33600,THTR
Shakespeare,33600,THTR
Environmental Systems Management,33600,ASM
As You Like It,33600,THTR
Lucky Lanterns,33600,THTR
The Crucible,33600,THTR
Spring Awakening,33600,THTR
Eurydice,33600,THTR
Pride & Prejudice,33600,THTR
Dinner Theatre,33600,THTR
How The ... Loves,33600,THTR
The Secret In The Wings,33600,THTR
Advertising In The Electronic Mass Media,33600,COM
Devised Theatre,33600,THTR
"Stage Reading ""Baltimore""",33600,THTR
The Understudy,33600,THTR
Crimes Of The Heart,33600,THTR
Issues In Developmental Psychology,33600,PSY
Alice Wonders,33600,THTR
MFA Studio II,33600,THTR
Betty's Diner,33600,THTR
Blithe Spirit,33600,THTR
Spoon River,33600,THTR
Rehearsal And Performance II,33600,THTR
Encore,33600,THTR
Macbeth,33600,THTR
Europe In The Age Of The Cold War,33700,HIST
Social Cognition,33700,PSY
Human Diet-Honors,33700,ANTH
Human Diet: Origins And Evolution,33700,ANTH
Environmental Hydrology,33700,AGRY
Commercial And Professional Practice In Photography,33700,AD
Advanced Digital Video Production,33700,COM
The Ancient Epic,33700,CLCS
Analog Signal Processing,33700,ECET
Nineteenth-Century English Literature,33700,ENGL
Editing I,33700,FVS
ASIC Design Laboratory,33700,ECE
Non-Linear Editing I,33700,FVS
Environmental Hydrology Laboratory,33800,AGRY
Thermal Sciences,33800,AAE
Non Linear Editing II,33800,FVS
Global Social Movemnts-Honors,33800,SOC
Airline Management,33800,AT
Editing II,33800,FVS
The Tragic Vision,33800,CLCS
History Of Human Rights,33805,HIST
