"","Title","Number","Abbreviation","AvgWorkloadRating","AvgDifficultyRating","AvgUtilityRating"
"2834","Aircraft Materials Processes",30802,"AT",0,0,0
"2835","Fundamentals Of Computer Graphics",30834,"ECE",0,0,0
"2836","Object-Oriented Programming In C++ And Java",30862,"ECE",0,0,0
"2837","Reading In Middle And Secondary Schools: Methods And Problems",30900,"EDCI",0,0,0
"2838","Unmanned Autonomous Aerial Systems",30900,"AT",0,0,0
"2839","Internship In Computer Graphics Technology",30900,"CGT",0,0,0
"2840","Computer-Aided Analysis For Geosciences",30900,"EAS",0,0,0
"2841","Biochemistry Laboratory",30900,"BCHM",0,0,0
"2842","Leadership Strategies",30900,"CSR",0,0,0
"2843","Language Development",30900,"SLHS",0,0,0
"2844","Computer-Aided Publishing",30900,"ENGL",0,0,0
"2845","Co-Op Preparation",30900,"LA",0,0,0
"2846","Computer-Aided Analysis For Geosciences",30900,"EAPS",0,0,0
"2847","Advanced Embedded Microcontrollers",30900,"ECET",0,0,0
"2848","Fluid Mechanics",30900,"ME",0,0,0
"2849","Introduction To Neutron Physics",31000,"NUCL",0,0,0
"2850","Sensory And Perceptual Processes",31000,"PSY",0,0,0
"2851","Planting Design Basics",31000,"HORT",0,0,0
"2852","Farm Organization",31000,"AGEC",0,0,0
"2853","Public Health Science",31000,"NUR",0,0,0
"2854","Guidance In Early Childhood",31000,"HDFS",0,0,0
"2855","Guidance In Early Childhood",31000,"CDFS",0,0,0
"2856","Racial And Ethnic Diversity",31000,"SOC",0,0,0
"2857","Intermediate Mechanics",31000,"PHYS",0,0,0
"2858","Marketing And Management For New Ventures",31000,"ENTR",0,0,0
"2859","Mortuary Practices Across Cultures",31000,"ANTH",0,0,0
"2860","Financial Management",31000,"MGMT",0,0,0
"2861","Navigation",31000,"NS",0,0,0
"2862","Engineering In Global Context",31000,"ENGR",0,0,0
"2863","CIEE - Bahia",31001,"SA",0,0,0
"2864","CIEE-Beijing",31003,"SA",0,0,0
"2865","CIEE-Shanghai: China In A Global Context",31004,"SA",0,0,0
"2866","The Civil War And Reconstruction, 1850 To 1877",31005,"HIST",0,0,0
"2867","CIEE - Santiago",31005,"SA",0,0,0
"2868","CIEE - Monteverde",31006,"SA",0,0,0
"2869","CIEE-Prague",31007,"SA",0,0,0
"2870","CIEE-Rennes",31009,"SA",0,0,0
"2871","CIEE-Ghana",31010,"SA",0,0,0
"2872","CIEE-Budapest",31011,"SA",0,0,0
"2873","CIEE-Tokyo",31012,"SA",0,0,0
"2874","CIEE-St Petersburg Russian Language Program",31014,"SA",0,0,0
"2875","CIEE-Cape Town",31015,"SA",0,0,0
"2876","CIEE-Alicante Language And Culture",31016,"SA",0,0,0
"2877","CIEE-Alicante Language In Context",31017,"SA",0,0,0
"2878","CIEE-Alicante Liberal Arts",31018,"SA",0,0,0
"2879","CIEE-Barcelona Business And Culture",31019,"SA",0,0,0
"2880","CIEE-Seville Business And Society",31021,"SA",0,0,0
"2881","CIEE-Seville Language And Society",31022,"SA",0,0,0
"2882","CIEE-Seville Liberal Arts",31023,"SA",0,0,0
"2883","CIEE-Taipei",31024,"SA",0,0,0
"2884","CIEE-Brussels",31026,"SA",0,0,0
"2885","CIEE Alicante Summer Program",31027,"SA",0,0,0
"2886","CIEE Amman, Jordan",31028,"SA",0,0,0
"2887","CIEE Istanbul",31029,"SA",0,0,0
"2888","CIEE Palma de Mallorca Business And Tourism Internship",31030,"SA",0,0,0
"2889","Turfgrass Diagnostics",31100,"AGRY",0,0,0
"2890","Insect Ecology",31100,"ENTM",0,0,0
"2891","Fundamentals Of Phonology And Morphology",31100,"LING",0,0,0
"2892","Naval Operations",31100,"NS",0,0,0
"2893","Greek Art",31100,"AD",0,0,0
"2894","Electrical Systems And Signals In Healthcare",31100,"ECET",0,0,0
"2895","Child Development",31100,"CDFS",0,0,0
"2896","Experimental Strength Of Materials",31100,"MET",0,0,0
"2897","Clinical Applications Of Health/Fitness Concepts II",31100,"HK",0,0,0
"2898","Wood Structure, Identification, And Properties",31100,"FNR",0,0,0
"2899","Human Memory",31100,"PSY",0,0,0
"2900","Biometrics And Pharmaceutical Analysis",31100,"MCMP",0,0,0
"2901","Copy Editing",31100,"COM",0,0,0
"2902","Procurement Management For Foodservice",31100,"HTM",0,0,0
"2903","The Archaeology Of The Ancient Andes",31100,"ANTH",0,0,0
"2904","Introductory Probability",31100,"STAT",0,0,0
"2905","Media For Children",31100,"EDCI",0,0,0
"2906","Architectural Engineering",31100,"CE",0,0,0
"2907","Animal Breeding",31100,"ANSC",0,0,0
"2908","Accounting For Farm Business Planning",31100,"AGEC",0,0,0
"2909","Child Development",31100,"HDFS",0,0,0
"2910","Turfgrass Diagnostics",31100,"HORT",0,0,0
"2912","Aquaponics",31100,"SFS",0,0,0
"2913","Electric And Magnetic Fields",31100,"ECE",0,0,0
"2914","Structure, Identification And Properties Of Woody Biomaterials",31110,"FNR",0,0,0
"2915","Roman Art",31200,"AD",0,0,0
"2916","Human Resources Management For The Service Industries",31200,"HTM",0,0,0
"2917","Exercise Testing And Prescription For Sport",31200,"HK",0,0,0
"2918","Urban Agriculture",31200,"SFS",0,0,0
"2919","Great Issues Genomics And Society",31200,"BIOL",0,0,0
"2920","Arch Of Egypt-Honors",31200,"ANTH",0,0,0
"2921","Capstone Environmental Science for Elementary Education",31200,"EAS",0,0,0
"2922","Advanced French Conversation",31200,"FR",0,0,0
"2924","Rhetoric In The Western World",31200,"COM",0,0,0
"2925","Advanced German Conversation",31200,"GER",0,0,0
"2926","Capstone Environmental Science For Elementary Education",31200,"EAPS",0,0,0
"2927","American Society",31200,"SOC",0,0,0
"2928","Advanced Italian Conversation",31200,"ITAL",0,0,0
"2929","Adult Development",31200,"HDFS",0,0,0
"2930","Adult Development",31200,"CDFS",0,0,0
"2931","Advanced Spanish Conversation",31200,"SPAN",0,0,0
"2932","Nursing Of Childbearing Families",31200,"NUR",0,0,0
"2933","Radiation Science Fundamentals",31200,"HSCI",0,0,0
"2934","Adolescent Development",31300,"HDFS",0,0,0
"2935","Nursing Of Childbearing Families - Clinic",31300,"NUR",0,0,0
"2936","Intermediate Reading In Japanese I",31300,"JPNS",0,0,0
"2937","Introduction To Pharmacy And Pharmaceutical Care",31300,"PHPR",0,0,0
"2938","Applied Fluid Mechanics",31300,"MET",0,0,0
"2939","Technology Innovation And Integration: Bar Codes To Biometrics",31300,"TLI",0,0,0
"2940","Adolescent Development",31300,"CDFS",0,0,0
"2941","Principles Of Radiation Detection And Measurement",31300,"HSCI",0,0,0
"2942","Archaeology Of North America",31300,"ANTH",0,0,0
"2943","Reading And Writing Practice",31300,"CHNS",0,0,0
"2944","Fam To Fork",31300,"SFS",0,0,0
"2945","Design Of Electronic Systems",31400,"ABE",0,0,0
"2946","Comparative Livestock Production Systems",31400,"SFS",0,0,0
"2947","Illustrative Drawing",31400,"AD",0,0,0
"2948","Advanced Presentational Speaking",31400,"COM",0,0,0
"2949","Introduction To Learning",31400,"PSY",0,0,0
"2950","Franchising",31400,"HTM",0,0,0
"2951","Leading Innovation In Organizations",31400,"TLI",0,0,0
"2952","The President And Policy Process",31400,"POL",0,0,0
"2953","Numerical Methods",31400,"CS",0,0,0
"2954","Health Alterations In Adults I",31401,"NUR",0,0,0
"2955","Fundamentals Of Nutrition",31500,"FN",0,0,0
"2956","Mechanical Construction Estimating",31500,"BCM",0,0,0
"2957","Heat And Mass Transfer",31500,"ME",0,0,0
"2958","Landscape Design",31500,"HORT",0,0,0
"2959","Design Methodology",31500,"AD",0,0,0
"2960","Systems Programming",31500,"CNIT",0,0,0
"2961","Applied Mechanism Kinematics And Dynamics",31500,"MET",0,0,0
"2962","Relationship Selling",31500,"CSR",0,0,0
"2963","Collaborative Leadership: Listening",31500,"EDPS",0,0,0
"2964","Group Fitness Leadership",31500,"HK",0,0,0
"2965","Elements Of Phonetics",31500,"LING",0,0,0
"2966","Internship Development Strategies",31500,"GS",0,0,0
"2967","Fundamentals Of Nutrition",31500,"NUTR",0,0,0
"2968","Energy And Resource Systems",31500,"SFS",0,0,0
"2969","Innovative Product Development And Testing",31500,"TLI",0,0,0
"2970","Speech Communication Of Technical Information",31500,"COM",0,0,0
"2971","Nursing Of Childbearing Families",31501,"NUR",0,0,0
"2972","American Beauty",31505,"HIST",0,0,0
"2973","Landscape Architectural Design III",31600,"LA",0,0,0
"2974","Harbin Chinese Culture",31600,"CGT",0,0,0
"2975","Collaborative Leadership: Cross-Cultural Settings",31600,"EDPS",0,0,0
"2976","Craft Of Fiction From A Writer's Perspective",31600,"ENGL",0,0,0
"2978","Drug Abuse/Addiction Education",31600,"PHRM",0,0,0
"2979","Drug Abuse Education",31600,"PHPR",0,0,0
"2980","Foundations Of Strength And Conditioning",31600,"HK",0,0,0
"2981","Electrical Construction Estimating",31600,"BCM",0,0,0
"2982","Decisions Through Systems Analysis",31600,"SFS",0,0,0
"2983","Landscape Construction",31600,"HORT",0,0,0
"2985","Drug Abuse Education",31600,"MCMP",0,0,0
"2986","Seminar On Ideas In Industrial Design I: Design And Society",31600,"AD",0,0,0
"2987","Plant Anatomy",31600,"BTNY",0,0,0
"2988","Integration Seminar I",31601,"NUR",0,0,0
"2989","Landscape Contracting And Management",31700,"HORT",0,0,0
"2990","Business Etiquette For Managers",31700,"HTM",0,0,0
"2991","Mechanical And Electrical Construction Management",31700,"BCM",0,0,0
"2992","A History Of The Christian Church And The Expansion Of Christianity I",31700,"HIST",0,0,0
"2993","Collaborative Leadership: Mentoring",31700,"EDPS",0,0,0
"2994","Craft Of Poetry From a Writer's Perspective",31700,"ENGL",0,0,0
"2995","Ancient Judaism And Early Christianity",31700,"REL",0,0,0
"2996","Machine Diagnostics",31700,"MET",0,0,0
"2997","Health Alterations In Adults II",31701,"NUR",0,0,0
"2998","The Bible And Its Early Interpreters",31800,"REL",0,0,0
"2999","Principles Of Persuasion",31800,"COM",0,0,0
"3000","Developmental Assessment",31800,"CDFS",0,0,0
"3001","A History Of The Christian Church And The Expansion Of Christianity II",31800,"HIST",0,0,0
"3002","Developmental Assessment",31800,"HDFS",0,0,0
"3003","Fundamentals of Interactive Multimedia Design",31800,"AD",0,0,0
"3004","Criminalistics",31800,"ENTM",0,0,0
"3006","Coordination Of Supervised Agricultural Experience Programs",31800,"YDAE",0,0,0
"3007","Psychosocial Nursing",31801,"NUR",0,0,0
"3008","Exploring Earth Through Time",31900,"EAPS",0,0,0
"3009","Teaching Health And Safety In Middle/Junior High Schools",31900,"HK",0,0,0
"3010","Classic And Contemporary Marxism",31900,"PHIL",0,0,0
"3011","Web Design for Visual Communications",31900,"AD",0,0,0
"3012","Exploring Earth Through Time",31900,"EAS",0,0,0
"3013","Planning Agricultural Science And Business Programs",31900,"YDAE",0,0,0
"3014","Integration Seminar II",31901,"NUR",0,0,0
"3015","Interior Lighting Design",32000,"AD",0,0,0
"3016","Small Group Communication",32000,"COM",0,0,0
"3017","Policy, Regulation, And Globalization In Information Technology",32000,"CNIT",0,0,0
"3018","The Evolution Of Prehistoric Civilizations",32000,"ANTH",0,0,0
"3019","Statistical Modeling And Quality Enhancement",32000,"CHE",0,0,0
"3020","Technology And The Organization",32000,"TECH",0,0,0
"3021","Introduction To Materials For Nuclear Applications",32000,"NUCL",0,0,0
"3022","Genetics",32000,"AGRY",0,0,0
"3023","Physics Of Climate",32000,"EAPS",0,0,0
"3024","Physics Of Climate",32000,"EAS",0,0,0
"3025","Introduction To Disaster Restoration And Reconstruction Management",32000,"BCM",0,0,0
"3026","Solid Modeling, Simulation, And Analysis",32000,"ABE",0,0,0
"3027","Applied Thermodynamics",32000,"MET",0,0,0
"3028","The World Of Charlemagne",32000,"HIST",0,0,0
"3029","Health Education In Elementary Schools",32000,"HK",0,0,0
"3030","DIS-Copenhagen: Architecture And Design",32001,"SA",0,0,0
"3031","DIS-Copenhagen: Biology And Science Programs",32002,"SA",0,0,0
"3032","DIS-Copenhagen: International Business & Economics",32003,"SA",0,0,0
"3033","DIS-Copenhagen: Social Science Programs",32005,"SA",0,0,0
"3034","Introduction To Nanotechnology",32100,"ECET",0,0,0
"3035","Electromechanical Motion Devices",32100,"ECE",0,0,0
"3036","Principles Of Commodity Marketing",32100,"AGEC",0,0,0
"3037","Construction Engineering Materials Lab",32100,"CEM",0,0,0
"3038","Disaster Restoration And Reconstruction Project Management",32100,"BCM",0,0,0
"3039","Genetics Laboratory",32100,"AGRY",0,0,0
"3040","Introduction To Spanish For The Professions",32100,"SPAN",0,0,0
"3041","Large Animal Nursing II",32100,"VCS",0,0,0
"3042","Foundations Of Syntax And Semantics",32100,"LING",0,0,0
"3043","Enterprise Collaboration",32100,"CNIT",0,0,0
"3045","Analytical Chemistry I",32100,"CHM",0,0,0
"3046","Intermediate Optics",32200,"PHYS",0,0,0
"3047","Hospitality Facilities Management",32200,"HTM",0,0,0
"3048","Physical Education In The Elementary School",32200,"HK",0,0,0
"3049","Field Experience In Apparel Design And Technology",32200,"CSR",0,0,0
"3050","Spanish For The Health Professions",32200,"SPAN",0,0,0
"3051","Neuroscience Of Motivated Behavior",32200,"PSY",0,0,0
"3052","Small Animal Nursing II",32200,"VCS",0,0,0
"3053","Analytical Biochemistry II",32200,"BCHM",0,0,0
"3054","Project Control And Life Cycle Execution Of Constructed Facilities",32201,"CE",0,0,0
"3055","Comp Envir Policy-Honors",32300,"POL",0,0,0
"3057","Electromechanical Motion Devices and Systems Laboratory",32300,"ECE",0,0,0
"3058","Principles Of Marketing",32300,"MGMT",0,0,0
"3059","Visual Merchandising",32300,"CSR",0,0,0
"3060","Introduction To Electric Vehicle Systems",32300,"ECET",0,0,0
"3061","German Level VI: Science And Engineering",32300,"GER",0,0,0
"3062","Analytical Chemistry I Honors",32300,"CHM",0,0,0
"3063","Mechanics Of Materials",32300,"ME",0,0,0
"3064","Acting: Movement For The Actor",32300,"THTR",0,0,0
"3065","German History",32300,"HIST",0,0,0
"3066","Laboratory Animals And Nursing Of Non-Traditional Pets",32300,"VM",0,0,0
"3067","Human Resource Management In Construction",32400,"CEM",0,0,0
"3068","Intro To Organzal Com-Honors",32400,"COM",0,0,0
"3069","Textiles For Interiors",32400,"AD",0,0,0
"3070","Applied Animal Nutrition",32400,"ANSC",0,0,0
"3071","Marketing Management",32400,"MGMT",0,0,0
"3072","Business French",32400,"FR",0,0,0
"3073","Criminology",32400,"SOC",0,0,0
"3074","Modern France",32400,"HIST",0,0,0
"3075","Intro Cog Neurosci-Honors",32400,"PSY",0,0,0
"3076","Fundamentals Of Electromagnetics",32400,"ECET",0,0,0
"3077","Teaching Music In The Elementary School",32400,"MUS",0,0,0
"3080","Literacy In The Primary Classroom",32500,"EDCI",0,0,0
"3081","Interviewing: Principles And Practice",32500,"COM",0,0,0
"3082","Aviation Meteorology",32500,"EAS",0,0,0
"3083","Soil And Water Resource Engineering",32500,"ABE",0,0,0
"3084","Object-Oriented Application Development",32500,"CNIT",0,0,0
"3085","Planting Design II",32500,"LA",0,0,0
"3086","Economics Of Sports",32500,"ECON",0,0,0
"3087","Aviation Meteorology",32500,"EAPS",0,0,0
"3088","Health And Health Care For Children And Families",32500,"CDFS",0,0,0
"3089","Computer Architecture, Modeling And Performance Analysis",32500,"ECET",0,0,0
"3090","Nuclear Materials Laboratory",32500,"NUCL",0,0,0
"3091","Meeting Management",32500,"OLS",0,0,0
"3092","Health And Health Care For Children And Families",32500,"HDFS",0,0,0
"3093","20th Cen Europe Autobio-Honors",32501,"HIST",0,0,0
"3094","Advanced Aviation Meteorology",32501,"AT",0,0,0
"3095","Graphics Standards For Product Definition",32600,"CGT",0,0,0
"3096","Physical Computing",32600,"AD",0,0,0
"3097","Foundations Of Adapted Physical Education",32600,"HK",0,0,0
"3098","Black Political Participation In America",32600,"POL",0,0,0
"3099","Landscape Architectural Design IV",32600,"LA",0,0,0
"3100","Social Conflict And Criminal Justice",32600,"SOC",0,0,0
"3101","Literacy In The Intermediate Classroom",32600,"EDCI",0,0,0
"3102","Popular Culture In Preindustrial Europe (1400-1800)",32600,"HIST",0,0,0
"3103","Principles Of Food And Agribusiness Marketing",32700,"AGEC",0,0,0
"3104","Advanced Transport Flight Operations",32700,"AT",0,0,0
"3105","History Of Fashion",32700,"CSR",0,0,0
"3106","Crime, Deviance And Mass Media",32700,"SOC",0,0,0
"3107","Art History Methodology",32700,"AD",0,0,0
"3108","Environment And Culture",32700,"ANTH",0,0,0
"3110","Instrumentation And Data Acquisition Design",32700,"ECET",0,0,0
"3111","Assessment Literacy",32700,"EDPS",0,0,0
"3112","English Language I: History And Development",32700,"ENGL",0,0,0
"3113","Global Green Politics",32700,"POL",0,0,0
"3114","Climate, Science And Society",32700,"EAPS",0,0,0
"3115","English Language II: Structure And Meaning",32800,"ENGL",0,0,0
"3116","Criminal Justice",32800,"SOC",0,0,0
"3117","Apparel Art And Design",32800,"CSR",0,0,0
"3118","Clinical Applications Of Pathophysiology",32800,"NUR",0,0,0
"3119","Principles Of Physiology",32800,"BIOL",0,0,0
"3120","Diversity At Work: A Rhetorical Approach",32800,"COM",0,0,0
"3121","Advanced Embedded Digital Systems",32900,"ECET",0,0,0
"3122","Curriculum In Physical Education",32900,"HK",0,0,0
"3123","History Of Women In Modern Europe",32900,"HIST",0,0,0
"3124","English Language III: Sound And Form",32900,"ENGL",0,0,0
"3125","History Of The Mass Media",32900,"COM",0,0,0
"3126","Japanese Cinema",33000,"JPNS",0,0,0
"3127","Religions Of The East-Honors",33000,"PHIL",0,0,0
"3128","Teaching Physical Education In Secondary Schools",33000,"HK",0,0,0
"3129","Evolution Of Warfare",33000,"NS",0,0,0
"3130","Introduction To Jewish Studies",33000,"JWST",0,0,0
"3131","Sexuality And Family Life",33000,"CDFS",0,0,0
"3132","Intermediate Electricity And Magnetism",33000,"PHYS",0,0,0
"3133","French Cinema",33000,"FR",0,0,0
"3134","The Italian Cinema",33000,"ITAL",0,0,0
"3135","German Cinema",33000,"GER",0,0,0
"3136","Survey Of Greek Lit-Honors",33000,"CLCS",0,0,0
"3137","Introduction To Demolition And Reconstruction Management",33000,"BCM",0,0,0
"3138","Russian And East European Cinema",33000,"RUSS",0,0,0
"3139","Introduction To Chinese Cinema",33000,"CHNS",0,0,0
"3140","Culinary Arts For The Food Scientist",33000,"FS",0,0,0
"3141","Aspects Of The Medical Technology Laboratory",33000,"HSCI",0,0,0
"3142","Management Methods For Agricultural Business",33000,"AGEC",0,0,0
"3143","Brazilian, Portuguese, And African Cinema",33000,"PTGS",0,0,0
"3144","Sexuality And Family Life",33000,"HDFS",0,0,0
"3145","Diet Selection And Planning",33000,"NUTR",0,0,0
"3146","Technology And The Global Society",33000,"TECH",0,0,0
"3147","Processing And Properties Of Materials",33000,"MSE",0,0,0
"3149","History Of The British Empire And Commonwealth, 1783 To 1960",33000,"HIST",0,0,0
"3150","Spanish And Latin American Cinema",33000,"SPAN",0,0,0
"3151","Industrial Sales And Sales Management",33000,"IT",0,0,0
"3152","Interior Design III",33000,"AD",0,0,0
"3153","Design Of Machine Components",33000,"ABE",0,0,0
"3154","Probability And Statistics In Engineering II",33000,"IE",0,0,0
"3155","Theories Of Mass Communication",33000,"COM",0,0,0
"3156","Introduction To Organizational Behavior",33000,"OBHR",0,0,0
"3157","Principles Of Molecular Engineering",33000,"CHE",0,0,0
"3159","IES-Amsterdam",33001,"SA",0,0,0
"3160","IES-Arles",33002,"SA",0,0,0
"3161","IES-Auckland",33004,"SA",0,0,0
